angDist,ID,Name  (Counterpart),RA  [hh:mm:ss],DEC  [dd:mm:ss],â [deg],b  [deg],Magnitude Outburst (AB),Mag.  Quies. (AB),d  [kpc],fxpeak [2-10] keV [erg s-1 cm-2],Porb  [h],ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
3.835191,11,EXO 1846-031,18:49:17,-3:03:55,29.9580344,-0.91793414,r>23,I>22.3,â¼7,1.02E-8,,282.32117422545,-3.06628726011,0.0023677,0.0014926,25.45,4258794192376763008,282.32117422545,1.6887,-3.06628726011,2.2320,,,,,,,,,78,3.0171,114.96,4.792,2.514e+00,3,,,8,,0,1.06275e+02,1.80273e+00,20.621292,,,,,,,,,,0,,,104322823211820866,,,,0.018622,,,20.621292,0.018622,1.06275e+02,,1.6887,2.2320,0.3478
2.706870,10,SLX 1746-331,17:49:49,-33:12:12,356.8092322,-2.97358081,Ks=18.78Â±0.06,,,1.37E-8,,267.45377823425,-33.20265529861,0.0166384,0.0089576,70.48,4041956579551272576,267.45368583854,0.8129,-33.20270704404,0.6283,-0.9068,0.9632,-0.9415,20.932,-17.395,0.993,-11.643,0.600,266,7.1844,495.17,3.047,1.535e+01,95,1.2504,0.1477,14,1.330,0,2.22237e+02,1.83595e+00,19.820328,,,,1.98244e+02,19.004894,,,,,0,,,,,,,0.009383,,0.040721,19.820328,0.009383,2.22237e+02,,15.9649,10.1092,0.3837
3.558976,10,SLX 1746-331,17:49:49,-33:12:12,356.8092322,-2.97358081,Ks=18.78Â±0.06,,,1.37E-8,,267.45365692967,-33.20422520040,0.0026935,0.0019093,78.44,4041956583775440768,267.45362589531,0.1407,-33.20424738519,0.1174,0.1418,0.1823,0.7780,7.685,-5.843,0.164,-4.992,0.116,331,2.9976,464.94,0.501,3.289e+00,95,1.2814,0.0312,17,1.119,0,1.33375e+03,1.92115e+00,17.874678,2.73423e+02,8.66431e+00,19.246452,1.82856e+03,16.592620,1.576,2.653832,,,0,,,,,156669092,,0.003168,0.034518,0.008705,17.854392,0.003154,1.35891e+03,0.147,2.6665,1.9469,0.1365
3.652788,10,SLX 1746-331,17:49:49,-33:12:12,356.8092322,-2.97358081,Ks=18.78Â±0.06,,,1.37E-8,,267.45463322927,-33.20239677731,0.0011159,0.0009275,57.96,4041956579551273984,267.45463322927,1.0663,-33.20239677731,0.9842,,,,,,,,,157,1.9884,188.60,1.973,1.434e+00,3,,,8,,0,1.48355e+02,1.29738e+00,20.259113,,,,,,,,,,0,,,,,,,0.009887,,,20.259113,0.009887,1.48355e+02,,1.0663,0.9842,0.1650
3.705156,10,SLX 1746-331,17:49:49,-33:12:12,356.8092322,-2.97358081,Ks=18.78Â±0.06,,,1.37E-8,,267.45539443071,-33.20339584903,0.0023610,0.0015182,73.76,4041956579402108544,267.45538665476,0.1257,-33.20338431797,0.0991,0.1272,0.1559,0.8158,2.979,-1.464,0.143,2.594,0.095,350,4.6964,505.68,0.539,4.842e+00,31,,,17,1.183,0,1.60933e+03,1.87918e+00,17.670755,3.19205e+02,8.02128e+00,19.078370,1.95495e+03,16.520058,1.413,2.558312,,,0,,,,,156669093,,0.003033,0.027426,0.006736,17.670755,0.003033,1.60933e+03,-0.002,2.3061,1.6002,0.2379
3.943512,10,SLX 1746-331,17:49:49,-33:12:12,356.8092322,-2.97358081,Ks=18.78Â±0.06,,,1.37E-8,,267.45408188412,-33.20224021292,0.0128312,0.0018151,52.99,4041956579551341824,267.45408188412,10.3045,-33.20224021292,7.8582,,,,,,,,,53,1.6655,65.41,3.267,1.210e+00,3,,,5,,0,1.20293e+02,2.06078e+00,20.486765,,,,,,,,,,0,,,,,,,0.018803,,,20.486765,0.018803,1.20293e+02,,10.3045,7.8582,0.9577
2.518767,9,"H 1705-250 
N Oph 1977 = V2107 Oph",17:08:16,-25:05:30,358.5892354,9.05387073,B=16.3Â±0.5,Râ¼20.9Â±0.2,8.6Â±2.1,1.75E-8,12.51Â±0.03,257.06684840716,-25.09234668942,0.0063178,0.0041958,96.02,4112450088104203648,257.06684589787,0.2858,-25.09234846836,0.1855,0.1012,0.3380,0.2995,0.649,-0.511,0.395,-0.400,0.258,376,-2.1266,327.36,0.000,0.000e+00,95,1.4421,0.0632,18,0.922,0,3.69553e+02,9.98780e-01,19.268175,1.43846e+02,6.67934e+00,19.943800,3.60834e+02,18.354626,1.366,1.589174,,,0,,,77882570669699493,,176280197,,0.004025,0.050492,0.021794,19.265873,0.004021,3.70337e+02,0.085,6.2983,4.2250,-0.0875
3.819479,6,"3A 1524-617 
KY TrA",15:28:17,-61:52:58,320.3189872,-4.42688518,B=17.3,I=21.78Â±0.09,,4.66E-8,8 â 15,232.07167431315,-61.88179362143,0.0363991,0.0260105,55.21,5875509149190072192,232.07158282062,0.9550,-61.88181450531,1.1834,2.0598,1.5352,1.3416,10.780,-9.702,2.096,-4.699,1.901,171,2.3813,225.05,3.780,2.477e+00,95,1.4367,0.3000,12,1.132,0,8.60983e+01,8.92541e-01,20.849880,,,,8.66913e+01,19.902958,,,,,0,,,,,,,0.011588,,0.255658,20.849880,0.011588,8.60983e+01,,33.3744,29.7925,0.3055
4.546894,6,"3A 1524-617 
KY TrA",15:28:17,-61:52:58,320.3189872,-4.42688518,B=17.3,I=21.78Â±0.09,,4.66E-8,8 â 15,232.07264949227,-61.88370657711,0.0386332,0.0154991,165.20,5875509149190067456,232.07258469963,0.6934,-61.88373995255,1.2164,-0.0729,1.3162,-0.0554,10.178,-6.870,1.112,-7.509,2.375,170,1.4457,207.28,0.784,1.547e-01,95,1.2612,0.2381,10,1.079,0,1.18938e+02,1.14406e+00,20.499067,,,,,,,,,,0,,,,,,,0.010801,,,20.499067,0.010801,1.18938e+02,,17.9423,37.5609,-0.4589
4.997374,6,"3A 1524-617 
KY TrA",15:28:17,-61:52:58,320.3189872,-4.42688518,B=17.3,I=21.78Â±0.09,,4.66E-8,8 â 15,232.07313517941,-61.88364392634,0.0043336,0.0040586,14.88,5875509144902020480,232.07309049654,0.1498,-61.88365357729,0.1714,0.3150,0.2323,1.3562,5.212,-4.738,0.253,-2.171,0.271,386,0.2737,410.78,0.000,0.000e+00,95,1.3570,0.0472,21,1.009,0,4.35280e+02,1.23707e+00,19.090445,1.56426e+02,4.91611e+00,19.852772,5.41912e+02,17.913074,1.604,1.939697,,,0,,,,,380673805,,0.004137,0.034236,0.011892,19.082663,0.004120,4.38412e+02,0.278,4.0773,4.3161,0.0326
2.228264,5,"1H 1659-487 
GX 339-4 = V821 Ara",17:02:49,-48:47:23,338.9390902,-4.32648295,I=13.6Â±0.1,r=19.9Â±0.1,>5,2.56E-8,42.21Â±0.01,255.70470517787,-48.79022941413,0.0306071,0.0022354,46.69,5938658156448950016,255.70470517787,22.3253,-48.79022941413,21.0563,,,,,,,,,41,41.4596,2765.90,5.801,7.157e+01,3,,,3,,0,1.14015e+02,1.53933e+00,20.544964,,,,,,,,,,0,,,,,,,0.014915,,,20.544964,0.014915,1.14015e+02,,22.3253,21.0563,0.9894
2.784642,5,"1H 1659-487 
GX 339-4 = V821 Ara",17:02:49,-48:47:23,338.9390902,-4.32648295,I=13.6Â±0.1,r=19.9Â±0.1,>5,2.56E-8,42.21Â±0.01,255.70507908236,-48.79020902451,0.0141002,0.0130946,85.16,5938658156448950144,255.70504247537,0.6213,-48.79024417816,0.4683,2.2596,0.7472,3.0241,9.592,-5.426,0.871,-7.910,0.802,349,27.8827,1798.68,5.093,4.474e+01,95,1.3833,0.1295,20,2.234,0,2.79275e+02,1.43644e+00,19.572285,1.48038e+02,9.91453e+00,19.912611,3.86233e+02,18.280773,1.913,1.631838,,,0,,,,,,,0.006227,0.072769,0.038967,19.569376,0.006214,2.80025e+02,0.627,14.0933,13.1020,0.0124
2.837766,5,"1H 1659-487 
GX 339-4 = V821 Ara",17:02:49,-48:47:23,338.9390902,-4.32648295,I=13.6Â±0.1,r=19.9Â±0.1,>5,2.56E-8,42.21Â±0.01,255.70535990679,-48.78966428551,0.0031955,0.0006095,51.40,5938658156448950272,255.70535990679,2.5263,-48.78966428551,2.0496,,,,,,,,,175,3.5485,243.34,1.496,1.143e+00,3,,,9,,0,1.78149e+02,1.25983e+00,20.060411,,,,,,,,,,0,,,,,,,0.008158,,,20.060411,0.008158,1.78149e+02,,2.5263,2.0496,0.9266
2.983812,5,"1H 1659-487 
GX 339-4 = V821 Ara",17:02:49,-48:47:23,338.9390902,-4.32648295,I=13.6Â±0.1,r=19.9Â±0.1,>5,2.56E-8,42.21Â±0.01,255.70536884522,-48.78947795932,0.0047709,0.0009567,80.08,5938658156448950400,255.70536884522,4.7025,-48.78947795932,1.2503,,,,,,,,,138,2.0067,167.71,1.274,3.479e-01,3,,,8,,0,1.01774e+02,1.36570e+00,20.668280,,,,,,,,,,0,,,,,,,0.014828,,,20.668280,0.014828,1.01774e+02,,4.7025,1.2503,0.6303
3.741902,5,"1H 1659-487 
GX 339-4 = V821 Ara",17:02:49,-48:47:23,338.9390902,-4.32648295,I=13.6Â±0.1,r=19.9Â±0.1,>5,2.56E-8,42.21Â±0.01,255.70291657273,-48.79035632987,0.0019704,0.0012637,74.57,5938658053376020992,255.70291657273,1.9289,-48.79035632987,1.3262,,,,,,,,,85,1.1038,94.04,2.692,8.950e-01,3,,,7,,0,8.22371e+01,1.22527e+00,20.899696,3.36025e+01,6.61327e+00,21.522615,9.25535e+01,19.831913,1.534,1.690702,,,0,,,,,,,0.016410,0.213701,0.150742,20.899696,0.016410,8.22371e+01,0.240,1.9289,1.3262,0.2291
3.831800,5,"1H 1659-487 
GX 339-4 = V821 Ara",17:02:49,-48:47:23,338.9390902,-4.32648295,I=13.6Â±0.1,r=19.9Â±0.1,>5,2.56E-8,42.21Â±0.01,255.70578182970,-48.78974665404,0.0047516,0.0031169,89.39,5938658156448950528,255.70575354295,0.1737,-48.78976826464,0.1148,0.2008,0.1203,1.6689,6.421,-4.193,0.306,-4.862,0.200,277,2.4820,345.66,0.211,8.075e-01,95,1.4454,0.0188,17,1.107,0,2.64368e+02,1.43306e+01,19.631844,5.55770e+02,1.46111e+02,18.476303,9.19267e+02,17.339293,5.579,1.137011,,,0,,,,,,,0.058919,0.285451,0.221052,19.634439,0.059060,2.63737e+02,4.349,4.7514,3.1171,0.0093
0.453073,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,269.66681769193,-33.80749042390,0.0105286,0.0063963,88.13,4042473487415175168,269.66678157117,0.4549,-33.80750913108,0.3636,-1.4228,0.5747,-2.4757,7.957,-6.753,0.660,-4.209,0.385,183,2.0202,227.71,0.598,3.625e-01,95,1.3860,0.1035,12,1.107,0,2.88973e+02,1.93669e+00,19.535223,2.30523e+02,2.00905e+02,19.431757,2.64554e+02,18.691610,1.713,0.740147,,,0,,,,,,,0.007781,0.946244,0.005567,19.538962,0.007804,2.87980e+02,0.518,10.5251,6.4021,0.0338
2.106763,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,269.66604694501,-33.80722194371,0.0020363,0.0010895,56.24,4042473491665988736,269.66604694501,1.7979,-33.80722194371,1.4495,,,,,,,,,70,5.5695,150.26,4.987,5.762e+00,3,,,7,,0,1.57975e+02,4.84157e+00,20.190895,,,,,,,,,,0,,,,,,,0.033389,,,20.190895,0.033389,1.57975e+02,,1.7979,1.4495,0.5247
2.699546,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,269.66756614501,-33.80743898297,0.0154548,0.0102764,70.96,4042473491663451264,269.66757037613,0.7923,-33.80747615277,0.6572,-0.2135,0.9830,-0.2172,8.401,0.791,0.928,-8.363,0.655,344,42.1720,3145.33,6.452,1.083e+02,95,1.5550,0.1553,19,3.001,0,4.00015e+02,2.89054e+00,19.182175,,,,,,,,,,0,,,,,,,0.008315,,,19.182175,0.008315,4.00015e+02,,14.9889,10.9448,0.2505
3.216985,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,269.66768588790,-33.80778517558,0.0080614,0.0057515,87.89,4042473491691187328,269.66765983399,0.3929,-33.80781699698,0.3462,2.3673,0.5422,4.3657,8.660,-4.871,0.499,-7.160,0.343,328,15.6759,996.31,2.654,2.230e+01,95,1.2745,0.0829,18,1.676,0,5.02637e+02,2.67851e+00,18.934230,5.41901e+02,4.10439e+01,18.503742,1.32161e+03,16.945135,3.707,1.558607,,,0,,,,,,,0.006408,0.082282,0.056042,18.932350,0.006399,5.03508e+02,2.430,8.0587,5.7553,0.0254
3.582296,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,269.66749695209,-33.80678290078,0.0034490,0.0005305,54.20,4042473491613452800,269.66749695209,2.8143,-33.80678290078,2.0631,,,,,,,,,98,-0.0219,92.04,0.000,0.000e+00,3,,,9,,0,2.15619e+02,1.86762e+00,19.853150,,,,,,,,,,0,,,,,,,0.009800,,,19.853150,0.009800,2.15619e+02,,2.8143,2.0631,0.9491
3.969895,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,269.66778750178,-33.80690949107,0.0010494,0.0006807,72.05,4042473487415322368,269.66776914075,0.0519,-33.80692906527,0.0439,-0.0236,0.0643,-0.3673,5.584,-3.433,0.063,-4.404,0.043,363,0.8393,396.49,0.138,1.217e+00,31,,,19,1.031,0,5.24788e+03,3.51039e+00,16.387407,1.54153e+03,1.60542e+01,17.368666,5.69605e+03,15.358961,1.379,2.009705,,,0,,,,,156560238,,0.002849,0.011647,0.005289,16.387407,0.002849,5.24788e+03,0.043,1.0201,0.7239,0.2533
4.068855,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,269.66532295732,-33.80732434805,0.0250118,0.0017911,62.76,4042473491666242560,269.66532295732,22.2522,-33.80732434805,11.5603,,,,,,,,,54,1.7887,68.09,3.229,1.901e+00,3,,,5,,0,1.64854e+02,2.23108e+00,20.144617,,,,,,,,,,0,,,,,,,0.014950,,,20.144617,0.014950,1.64854e+02,,22.2522,11.5603,0.9847
4.596049,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,269.66790440487,-33.80825644565,0.0049628,0.0032423,73.39,4042473491663445888,269.66790630374,0.2429,-33.80828410238,0.2066,0.2579,0.3041,0.8481,6.233,0.355,0.299,-6.223,0.204,348,7.3926,594.45,1.084,5.385e+00,95,1.4586,0.0528,19,1.295,0,5.71887e+02,1.98454e+00,18.794092,2.85651e+02,1.10452e+01,19.198952,9.76330e+02,17.273903,2.207,1.925049,,,0,,,,,,,0.004668,0.042074,0.049462,18.786558,0.004647,5.75869e+02,0.882,4.8452,3.4155,0.2336
4.633478,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,269.66689847050,-33.80622741645,0.0090958,0.0047593,65.24,4042473491613474944,269.66687268713,0.4276,-33.80624202286,0.3565,-0.5414,0.4724,-1.1459,5.834,-4.820,0.524,-3.286,0.343,261,-1.4371,255.17,0.000,0.000e+00,95,1.1703,0.0845,16,0.936,0,3.11332e+02,1.68154e+00,19.454306,,,,,,,,,,0,,,,,,,0.006479,,,19.454306,0.006479,3.11332e+02,,8.4968,5.7610,0.4668
2.886710,3,"4U 1543-475 
IL Lup",15:47:08,-47:40:11,330.917871,5.42614694,V=14.9,V=16.7,7.5Â±0.5,9.42E-8,26.79377Â±0.00007,236.78448694698,-47.66952349660,0.0009319,0.0006487,120.88,5986117923045619072,236.78443716387,0.0393,-47.66954730253,0.0314,0.1909,0.0551,3.4667,9.251,-7.543,0.053,-5.356,0.046,533,2.8849,653.11,0.128,1.297e+00,31,,,20,1.089,0,4.87726e+03,3.45071e+00,16.466927,2.62567e+03,1.80107e+01,16.790443,3.44112e+03,15.906147,1.244,0.884296,,,0,,,,,,,0.002860,0.007953,0.005769,16.466927,0.002860,4.87726e+03,0.037,0.8663,0.7339,-0.3101
3.644325,3,"4U 1543-475 
IL Lup",15:47:08,-47:40:11,330.917871,5.42614694,V=14.9,V=16.7,7.5Â±0.5,9.42E-8,26.79377Â±0.00007,236.78230350150,-47.67045968542,0.0016339,0.0008531,69.68,5986117923035793280,236.78230350150,1.5606,-47.67045968542,0.9808,,,,,,,,,124,1.9196,150.36,0.912,1.219e-01,3,,,8,,0,9.02270e+01,1.11058e+00,20.799026,,,,,,,,,,0,,,,,,,0.013645,,,20.799026,0.013645,9.02270e+01,,1.5606,0.9808,0.4131
4.550206,3,"4U 1543-475 
IL Lup",15:47:08,-47:40:11,330.917871,5.42614694,V=14.9,V=16.7,7.5Â±0.5,9.42E-8,26.79377Â±0.00007,236.78472733489,-47.66887585325,0.0050153,0.0019313,54.97,5986117923035791104,236.78472733489,4.2540,-47.66887585325,3.2844,,,,,,,,,92,2.1744,118.13,3.235,7.589e-01,3,,,8,,0,7.10067e+01,1.87488e+00,21.059118,4.19912e+02,4.15244e+01,18.780645,2.70690e+02,18.666718,9.726,0.113928,,,0,,,,,,,0.028800,0.107403,0.105202,21.059118,0.028800,7.10067e+01,8.567,4.2540,3.2844,0.7207
2.377348,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,210.11701701173,-64.79397663122,0.0149907,0.0127036,29.32,5852105013438268544,210.11689994545,0.8302,-64.79399070261,0.7310,-0.3724,1.1416,-0.3262,11.656,-11.217,0.807,-3.166,0.889,210,0.8648,235.69,0.000,0.000e+00,95,1.0052,0.2461,16,1.041,0,9.61068e+01,8.34415e-01,20.730482,4.52702e+01,3.48344e+00,21.199010,7.53620e+01,20.055016,1.255,1.143995,,,0,,,,,,,0.009821,0.083591,0.356991,20.733027,0.009842,9.58818e+01,0.024,13.2880,14.4752,0.1406
3.617473,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,210.11539735361,-64.79418039438,0.0021517,0.0012223,79.19,5852105013438265216,210.11539735361,2.1259,-64.79418039438,1.2667,,,,,,,,,74,2.3537,99.65,2.580,6.007e-01,3,,,9,,0,7.60420e+01,1.32865e+00,20.984732,2.83374e+01,6.86886e+00,21.707642,1.03915e+02,19.706202,1.739,2.001440,,,0,,,,,,,0.019170,0.263192,0.183877,20.984732,0.019170,7.60420e+01,0.404,2.1259,1.2667,0.2146
3.684946,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,210.11738885523,-64.79235704080,0.0195499,0.0126890,41.33,5852105013438277376,210.11731896245,0.8501,-64.79236529626,0.8498,0.5041,1.0714,0.4705,6.950,-6.698,1.017,-1.857,1.069,223,2.1313,272.54,1.434,4.427e-01,95,1.6955,0.2196,16,1.102,0,9.67069e+01,8.33012e-01,20.723724,2.24083e+01,4.14532e+00,21.962520,7.20744e+01,20.103443,0.977,1.859078,,,0,,,,,,,0.009750,0.200870,0.198970,20.717288,0.009697,9.72818e+01,-0.339,16.0458,16.9039,0.4044
3.722675,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,210.11906537501,-64.79349367442,0.0050418,0.0036940,43.04,5852105013435729024,210.11900932211,0.2510,-64.79350246338,0.2456,-0.1498,0.3691,-0.4059,5.724,-5.371,0.270,-1.978,0.277,447,7.7592,762.24,1.707,6.213e+00,95,1.3103,0.0698,24,1.272,0,3.02426e+02,8.60839e-01,19.485820,1.16966e+02,5.76831e+00,20.168396,4.79647e+02,18.045591,1.973,2.122805,,,0,,,,,388150080,,0.004140,0.053617,0.026514,19.474861,0.004117,3.05494e+02,0.621,4.3738,4.4649,0.3008
4.077876,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,210.11467565275,-64.79408441347,0.0020173,0.0011908,44.33,5852105013438265344,210.11467565275,1.6471,-64.79408441347,1.6658,,,,,,,,,119,2.2782,151.17,4.047,3.669e+00,3,,,10,,0,7.66621e+01,1.03849e+00,20.975916,4.32017e+01,9.19803e+00,21.249792,1.25232e+02,19.503607,2.197,1.746185,,,0,,,,,,,0.014964,0.231180,0.045794,20.975916,0.014964,7.66621e+01,0.896,1.6471,1.6658,0.4831
4.556541,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,210.11802081165,-64.79446002378,0.0076252,0.0063427,39.25,5852105013438267136,210.11790463548,0.4125,-64.79446636783,0.3898,0.1236,0.5462,0.2263,11.223,-11.132,0.419,-1.427,0.438,413,2.6828,535.30,2.116,3.930e+00,95,1.2190,0.1071,23,1.095,0,1.70840e+02,6.79162e-01,20.105892,5.18758e+01,3.63857e+00,21.051130,1.60351e+02,19.235214,1.242,1.815916,,,0,,,,,,,0.005121,0.076205,0.034132,20.100159,0.005102,1.71745e+02,-0.068,6.8848,7.1395,0.1786
4.595217,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,210.11934281597,-64.79390810627,0.0041613,0.0031144,38.94,5852105009128862592,210.11924154479,0.2103,-64.79391474291,0.2061,0.4035,0.3004,1.3434,9.818,-9.704,0.220,-1.493,0.234,468,-1.1818,453.27,0.000,0.000e+00,95,1.3138,0.0584,25,0.961,0,2.88369e+02,9.02119e-01,19.537495,1.28702e+02,1.39267e+01,20.064577,4.42878e+02,18.132185,1.982,1.932392,,,0,,,,,,,0.004374,0.117519,0.064743,19.529837,0.004355,2.90410e+02,0.656,3.5650,3.7825,0.2761
4.826560,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,210.11640918166,-64.79199711465,0.0027550,0.0023011,45.45,5852105009113678080,210.11634579471,0.1310,-64.79200547595,0.1385,0.0251,0.1935,0.1298,6.359,-6.074,0.157,-1.881,0.156,488,-3.0286,412.85,0.000,0.000e+00,31,,,26,0.903,0,5.13775e+02,8.49142e-01,18.910433,1.21533e+02,3.50476e+00,20.126808,5.69734e+02,17.858715,1.345,2.268093,,,0,,,,,,,0.003288,0.031435,0.011597,18.910433,0.003288,5.13775e+02,-0.027,2.5418,2.5347,0.1781
