angDist,Name,ref,JName,RA,DEC,Binary Type,Companion,Dist (Kpc),ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
1.600739,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64180890628,2.08319909470,0.0035573,0.0001338,152.56,4421572903142743040,229.64180890628,1.6434,2.08319909470,3.1578,,,,,,,,,84,19.4968,662.08,0.813,2.937e+01,3,,,6,,0,1.09161e+04,1.17700e+02,15.592196,,,,,,,,,,0,,,,,,,0.012027,,,15.592196,0.012027,1.09161e+04,,1.6434,3.1578,-0.9958
1.747110,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64119623108,2.08289822265,0.0015569,0.0001740,141.74,4421572903142725120,229.64119623108,0.9737,2.08289822265,1.2273,,,,,,,,,67,9.0013,224.38,0.658,1.130e+01,3,,,5,,0,5.40093e+03,5.10162e+01,16.356195,,,,,,,,,,0,,,,,,,0.010619,,,16.356195,0.010619,5.40093e+03,,0.9737,1.2273,-0.9740
1.894346,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64145507025,2.08325962848,0.0031765,0.0005866,143.08,4421572903142725248,229.64147520046,0.0465,2.08321155717,0.0546,0.0301,0.0462,0.6508,11.725,4.526,0.124,-10.816,0.161,148,8.7077,395.42,0.227,9.205e+00,95,1.5598,0.0121,10,1.556,0,2.34678e+04,8.86540e+01,14.761188,2.97805e+04,1.88067e+02,14.153712,3.67943e+04,13.333446,2.837,0.820267,,,0,,,,,,,0.004941,0.007403,0.018615,14.763197,0.004947,2.34244e+04,1.636,1.9651,2.5637,-0.9291
2.348931,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64123726141,2.08228626410,0.0047972,0.0006946,69.65,4421572903142789120,229.64123726141,4.5042,2.08228626410,1.7912,,,,,,,,,44,6.7841,133.32,3.487,6.880e+01,3,,,5,,0,2.19051e+03,3.06279e+01,17.336004,,,,,,,,,,0,,,,,,,0.015429,,,17.336004,0.015429,2.19051e+03,,4.5042,1.7912,0.9107
2.376768,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64212527309,2.08230255198,0.0038650,0.0008218,12.76,4421572903142770176,229.64212527309,1.1708,2.08230255198,3.7739,,,,,,,,,42,5.6378,108.40,2.264,1.340e+01,3,,,5,,0,1.74688e+03,3.80789e+01,17.581710,,,,,,,,,,0,,,,,,,0.023827,,,17.581710,0.023827,1.74688e+03,,1.1708,3.7739,0.6952
2.665055,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64095460356,2.08257364691,0.0024880,0.0011157,141.55,4421572903142724992,229.64097481314,0.0779,2.08253140768,0.0934,0.4346,0.0952,4.5633,10.534,4.544,0.111,-9.504,0.130,126,7.8103,585.52,0.471,3.081e+01,95,1.6806,0.0215,11,1.541,0,1.91591e+04,2.82882e+02,14.981431,2.88468e+04,1.68413e+03,14.188299,2.80246e+04,13.629046,2.968,0.559254,,,0,,,110492296407469654,,,,0.016266,0.063449,0.021510,14.981937,0.016273,1.91502e+04,1.786,1.7768,2.0683,-0.6554
2.775862,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64152259967,2.08202026528,0.0037384,0.0026935,138.55,4421572903138568320,229.64154053499,0.1675,2.08197982054,0.2462,-0.1739,0.2857,-0.6089,9.954,4.033,0.201,-9.100,0.208,194,56.8732,5466.37,1.430,1.113e+02,95,1.5807,0.0505,13,5.078,0,6.19876e+03,5.14265e+01,16.206606,1.46626e+04,3.55382e+02,14.923014,1.74032e+04,14.146320,5.173,0.776693,,,0,,,110492296414038876,,,,0.009420,0.026463,0.009106,16.210392,0.009450,6.17718e+03,3.975,3.1937,3.3212,-0.3144
2.830214,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64216199157,2.08338854895,0.0018516,0.0012808,137.47,4421572903142743168,229.64217836217,0.0773,2.08334926859,0.0829,-0.3650,0.1019,-3.5824,9.574,3.681,0.098,-8.838,0.101,202,71.7865,13498.24,0.709,5.799e+02,31,,,15,6.297,0,2.44348e+05,4.20018e+02,12.217342,1.35924e+05,9.09159e+02,12.505299,2.43190e+05,11.283031,1.552,1.222267,55.18,2.91,2,4000.0,3.0,,,,461149007,0.003328,0.007780,0.005007,12.217342,0.003328,2.44348e+05,0.313,1.5676,1.6160,-0.3516
2.928593,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64164761399,2.08359105300,0.0353664,0.0100276,57.40,4421572903138471296,229.64164761399,30.2794,2.08359105300,20.8444,,,,,,,,,38,9.3818,180.88,0.959,1.552e+01,3,,,3,,0,8.68545e+03,6.46939e+01,15.840386,,,,,,,,,,0,,,,,,,0.008544,,,15.840386,0.008544,8.68545e+03,,30.2794,20.8444,0.8272
3.229260,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64109465698,2.08346906354,0.0069389,0.0030810,141.92,4421572903142767488,229.64110911242,0.2514,2.08344589071,0.3685,0.2687,0.3244,0.8283,6.144,3.250,0.313,-5.214,0.367,138,24.9410,3673.07,1.670,2.111e+02,95,1.9488,0.0651,10,2.874,0,1.07932e+04,8.22155e+01,15.604489,,,,,,,,,,0,,,,,,,0.008717,,,15.604489,0.008717,1.07932e+04,,4.9192,5.7829,-0.6597
3.361156,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64117144994,2.08198607388,0.0069762,0.0028213,65.68,4421572903138532736,229.64117144994,6.4624,2.08198607388,3.8555,,,,,,,,,78,149.8334,58035.45,21.196,2.917e+03,3,,,9,,0,2.34291e+03,6.04160e+01,17.262978,,,,,,,,,,0,,,,,,,0.028133,,,17.262978,0.028133,2.34291e+03,,6.4624,3.8555,0.6132
3.457627,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64227833577,2.08203695184,0.0150076,0.0045347,4.30,4421572903142770304,229.64227833577,4.6601,2.08203695184,14.9691,,,,,,,,,44,103.2392,26462.74,17.200,1.218e+03,3,,,4,,0,1.53093e+03,4.77998e+01,17.724976,,,,,,,,,,0,,,,,,,0.034011,,,17.724976,0.034011,1.53093e+03,,4.6601,14.9691,0.2196
3.784122,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64136599684,2.08378506270,0.0113450,0.0099107,147.22,4421572903138566144,229.64140136648,0.5549,2.08374982821,0.6558,2.7634,0.7984,3.4611,11.229,7.953,0.650,-7.928,0.685,122,31.0718,35950.43,4.021,1.603e+03,95,0.9434,0.1632,11,3.621,0,1.56598e+04,1.62729e+02,15.200400,2.88022e+04,2.33301e+03,14.189977,3.77842e+04,13.304620,4.252,0.885357,,,0,,,110502296413990963,,,,0.011614,0.087990,0.044004,15.202526,0.011635,1.56292e+04,3.045,10.3518,10.9440,-0.1225
3.985281,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64272122243,2.08243883890,0.0082909,0.0051719,138.41,4421572903142728960,229.64274209125,0.3140,2.08240319831,0.3243,0.9776,0.3880,2.5193,9.291,4.692,0.423,-8.019,0.444,202,65.8659,18414.70,2.884,9.098e+02,95,1.8445,0.0920,15,5.769,0,1.21510e+04,6.04626e+01,15.475836,1.95749e+04,3.33616e+02,14.609291,1.91257e+04,14.043851,3.185,0.565440,,,0,,,110492296428039315,,,,0.006065,0.018713,0.009550,15.476398,0.006067,1.21447e+04,2.002,6.7269,7.0878,-0.4372
4.127272,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64051996047,2.08274338927,0.0032260,0.0022244,142.24,4421572903142752768,229.64053654241,0.1412,2.08270715135,0.1907,0.6535,0.1961,3.3328,8.966,3.728,0.167,-8.154,0.184,181,48.3787,3730.37,1.146,1.864e+02,95,1.5286,0.0388,13,4.493,0,1.71078e+04,8.25885e+01,15.104380,2.96693e+04,1.05441e+03,14.157772,2.66334e+04,13.684330,3.291,0.473442,,,0,,,110492296405159913,,,,0.005922,0.038686,0.028552,15.103993,0.005920,1.71139e+04,2.113,2.6449,2.8914,-0.3456
4.435542,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64241742741,2.08375510135,0.0050802,0.0011867,152.41,4421572903142724736,229.64241742741,2.5772,2.08375510135,4.5359,,,,,,,,,90,76.2717,9983.23,9.421,7.587e+02,3,,,9,,0,2.50309e+03,2.45306e+01,17.191177,,,,,,,,,,0,,,,,,,0.010991,,,17.191177,0.010991,2.50309e+03,,2.5772,4.5359,-0.8568
4.453766,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64229456388,2.08171155839,0.0013534,0.0006708,158.08,4421572903138471424,229.64229456388,0.8016,2.08171155839,1.2803,,,,,,,,,49,16.8671,464.46,3.157,4.129e+01,3,,,5,,0,1.71147e+03,4.49478e+01,17.603945,,,,,,,,,,0,,,,,,,0.028647,,,17.603945,0.028647,1.71147e+03,,0.8016,1.2803,-0.4663
4.973662,J1518+0204E,hrs+07,J1518+0204E,15:18:34,+02:04:58,BT,He,8.0,229.64036447439,2.08231379711,0.0005388,0.0002869,149.35,4421572903142752640,229.64036447439,0.3693,2.08231379711,0.4861,,,,,,,,,61,21.1045,704.26,1.772,5.022e+01,3,,,7,,0,4.42417e+03,2.20104e+01,16.572786,,,,,,,,,,0,,,,,,,0.006064,,,16.572786,0.006064,4.42417e+03,,0.3693,0.4861,-0.5081
3.797183,J1518+4904,nst96,J1518+4904,15:18:16.799084,+49:04:34.25119,DD,NS,0.964,229.56839177771,49.07627033919,0.0130980,0.0122379,0.73,1588604086625563648,229.56837333581,0.5016,49.07622028790,0.5127,-0.5708,0.5401,-1.0569,11.585,-2.718,0.773,-11.262,0.819,260,-1.3864,245.94,0.000,1.261e-15,95,1.2426,0.1576,20,0.938,0,1.13075e+02,7.92768e-01,20.553951,4.18917e+01,4.24656e+00,21.283224,1.14588e+02,19.600046,1.384,1.683178,,,0,,,166892295684202158,1237661388146541251,,,0.008095,0.110097,0.076766,20.550286,0.008071,1.13457e+02,0.091,12.2380,13.0978,0.0017
2.023097,J1525-5545,nbb+14,J1525-5545,15:25:28.1340,-55:45:49.842,ELL1,CO,3.139,231.36654342735,-55.76343418170,0.0079568,0.0063184,159.20,5883769122922896768,231.36651897229,0.2769,-55.76345596812,0.3488,-0.0605,0.4226,-0.1431,5.798,-3.096,0.410,-4.902,0.495,288,0.8590,346.61,0.994,1.232e+00,95,1.1347,0.0901,17,1.035,0,2.40407e+02,8.92303e-01,19.735000,6.63256e+01,4.38297e+00,20.784340,2.75953e+02,18.645807,1.424,2.138533,,,0,,,,,349527006,,0.004882,0.071803,0.026059,19.723763,0.004848,2.42908e+02,0.069,6.5475,7.7693,-0.1526
2.212493,J1525-5545,nbb+14,J1525-5545,15:25:28.1340,-55:45:49.842,ELL1,CO,3.139,231.36614376721,-55.76393259820,0.0063237,0.0028215,108.54,5883769127222302080,231.36614376721,6.0624,-55.76393259820,3.3463,,,,,,,,,78,2.0492,99.84,3.988,1.485e+00,3,,,6,,0,7.76987e+01,1.24460e+00,20.961332,,,,,,,,,,0,,,,,,,0.017609,,,20.961332,0.017609,7.76987e+01,,6.0624,3.3463,-0.4759
0.654798,J1543-5149,kjb+12,J1543-5149,15:43:44.1498,-51:49:54.685,ELL1,He,1.148,235.93424467941,-51.83189679809,0.0053761,0.0041990,118.01,5886130706451776256,235.93422115464,0.2328,-51.83190850759,0.1904,-0.0178,0.2826,-0.0631,4.200,-3.271,0.320,-2.635,0.286,354,1.9988,434.83,1.015,3.064e+00,95,1.2979,0.0536,20,1.076,0,4.14363e+02,1.02489e+00,19.143913,9.41085e+01,4.77361e+00,20.404470,5.72132e+02,17.854155,1.608,2.550316,,,0,,,,,,,0.003848,0.055144,0.019824,19.125385,0.003816,4.21495e+02,0.194,5.1398,4.4852,-0.2027
1.747924,J1543-5149,kjb+12,J1543-5149,15:43:44.1498,-51:49:54.685,ELL1,He,1.148,235.93425885341,-51.83140854435,0.0123747,0.0106568,115.46,5886130706408287232,235.93423250334,0.5328,-51.83143716347,0.4423,-0.1243,0.6565,-0.1894,7.409,-3.664,0.761,-6.439,0.705,272,-0.1279,297.38,0.000,0.000e+00,95,1.0386,0.1094,15,0.993,0,1.57059e+02,8.33982e-01,20.197210,,,,,,,,,,0,,,,,,,0.006390,,,20.197210,0.006390,1.57059e+02,,12.0757,10.9945,-0.1157
3.015050,J1545-4550,bbb+13,J1545-4550,15:45:55.94596,-45:50:37.5272,BT,He,2.247,236.48210972196,-45.84329101727,0.0167990,0.0094156,77.82,5987957509065489408,236.48207543392,0.7909,-45.84330859366,0.4066,0.3687,0.9260,0.3982,6.673,-5.374,1.026,-3.955,0.627,273,0.3766,302.81,1.491,1.008e+00,95,1.2412,0.1355,13,1.015,0,1.50550e+02,9.08391e-01,20.243162,4.99404e+01,3.76597e+00,21.092413,1.27264e+02,19.486130,1.177,1.606283,,,0,,,,,312916171,,0.007107,0.081922,0.039528,20.240619,0.007093,1.50903e+02,-0.106,16.5405,9.8625,0.2447
1.226298,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51392882089,-37.78625650893,0.0015071,0.0010449,98.04,6009556830861079168,236.51390173441,0.0688,-37.78627843764,0.0468,-0.2236,0.0884,-2.5299,6.895,-4.816,0.093,-4.934,0.067,373,27.7706,2196.98,0.571,6.113e+01,95,1.4073,0.0130,17,2.183,0,1.47282e+04,4.81350e+01,15.266995,1.24341e+04,1.42267e+02,15.102009,2.35459e+04,13.818109,2.443,1.283900,,,0,,,,,114669407,,0.004493,0.012732,0.006686,15.267990,0.004495,1.47147e+04,1.197,1.4995,1.0559,-0.1032
1.440689,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51411116089,-37.78577927317,0.0036519,0.0023787,98.77,6009556830861024768,236.51408689798,0.1639,-37.78579913307,0.1073,-1.5434,0.2095,-7.3680,6.211,-4.314,0.226,-4.468,0.153,374,43.9608,4730.39,1.400,1.334e+02,95,1.6725,0.0294,17,2.999,0,5.99565e+03,5.14796e+01,16.242775,8.01597e+03,2.02723e+03,15.578652,2.05683e+04,13.964900,4.767,1.613752,,,0,,,,,,,0.009721,0.274596,0.360670,16.240126,0.009699,6.01030e+03,3.483,3.6274,2.4159,-0.1321
1.866828,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51471445579,-37.78656100940,0.0028738,0.0018711,109.04,6009556826556809216,236.51468691334,0.1227,-37.78658022335,0.0873,-1.4388,0.1588,-9.0628,6.533,-4.898,0.174,-4.323,0.128,363,29.8836,2534.46,0.972,7.006e+01,95,1.6456,0.0218,17,2.305,0,6.17925e+03,1.08275e+01,16.210028,,,,,,,,,,0,,,,,,,0.003348,,,16.210028,0.003348,6.17925e+03,,2.7843,2.0018,-0.2632
2.268385,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51425678522,-37.78676608502,0.0108887,0.0067768,100.68,6009556830849824000,236.51424702035,0.5617,-37.78679051965,0.3844,6.7515,0.7638,8.8395,5.765,-1.736,0.673,-5.498,0.442,290,66.9659,6975.47,3.290,1.410e+02,95,1.4764,0.0800,14,4.868,0,1.75710e+03,1.61061e+01,17.575375,,,,,,,,,,0,,,,,,,0.010327,,,17.575375,0.010327,1.75710e+03,,10.7735,6.9584,-0.1765
3.064774,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51405831696,-37.78696200314,0.0068373,0.0008214,130.13,6009556830861052288,236.51405831696,5.2545,-37.78696200314,4.4513,,,,,,,,,93,21.8469,809.54,5.279,5.411e+01,3,,,7,,0,6.57046e+02,8.06232e+00,18.643377,,,,,,,,,,0,,,,,,,0.013605,,,18.643377,0.013605,6.57046e+02,,5.2545,4.4513,-0.9707
3.066806,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51505493232,-37.78550604356,0.0015554,0.0009059,121.02,6009556830860999040,236.51505493232,1.4123,-37.78550604356,1.1158,,,,,,,,,76,6.3341,175.17,2.269,6.495e+00,3,,,8,,0,5.35892e+02,9.26320e+00,18.864676,,,,,,,,,,0,,,,,,,0.018969,,,18.864676,0.018969,5.35892e+02,,1.4123,1.1158,-0.4480
3.079948,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51533925838,-37.78645503866,0.0014518,0.0005204,131.40,6009556830861258496,236.51533925838,1.1420,-37.78645503866,1.0365,,,,,,,,,103,15.9336,531.07,1.880,1.382e+01,3,,,7,,0,1.06347e+03,7.01192e+00,18.120550,,,,,,,,,,0,,,,,,,0.007671,,,18.120550,0.007671,1.06347e+03,,1.1420,1.0365,-0.7698
3.163110,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51323309593,-37.78601262349,0.0068856,0.0045421,104.12,6009556830861049600,236.51321371816,0.3038,-37.78604326431,0.2131,-3.0119,0.4006,-7.5180,7.707,-3.446,0.420,-6.894,0.298,365,53.7173,4742.08,2.738,1.372e+02,95,1.5240,0.0615,17,3.570,0,1.91585e+03,7.05745e+00,17.481460,,,,,,,,,,0,,,,,114669407,,0.004857,,,17.481460,0.004857,1.91585e+03,,6.7689,4.7143,-0.1985
3.443366,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51508253238,-37.78689008916,0.0005907,0.0004115,101.57,6009556830861258368,236.51508253238,0.5845,-37.78689008916,0.4201,,,,,,,,,69,4.3070,125.10,1.351,4.641e+00,3,,,5,,0,1.01106e+03,1.67522e+01,18.175426,,,,,,,,,,0,,,,,,,0.018199,,,18.175426,0.018199,1.01106e+03,,0.5845,0.4201,-0.1437
3.707707,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51381243500,-37.78519482339,0.0022696,0.0015025,91.74,6009556830860996736,236.51378945874,0.1072,-37.78521489814,0.0781,1.0257,0.1398,7.3374,6.091,-4.086,0.142,-4.517,0.095,289,17.3305,959.48,0.643,2.010e+01,95,1.4482,0.0194,16,1.809,0,4.78872e+03,2.51730e+01,16.486818,6.22311e+03,3.08701e+02,15.853523,1.11362e+04,14.631049,3.625,1.222474,,,0,,,,,,,0.006338,0.053931,0.016142,16.488738,0.006347,4.78026e+03,2.386,2.2690,1.5034,-0.0258
3.938938,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51479110661,-37.78510628225,0.0073545,0.0050056,107.76,6009556830864688896,236.51477794642,0.3297,-37.78513335478,0.2339,0.4666,0.4085,1.1422,6.525,-2.340,0.443,-6.091,0.329,287,37.0391,2503.32,2.448,7.216e+01,95,1.6000,0.0652,16,2.915,0,1.43000e+03,7.76698e+00,17.799025,,,,,,,,,,0,,,,,,,0.006509,,,17.799025,0.006509,1.43000e+03,,7.1685,5.2686,-0.2233
3.954505,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51313570830,-37.78669639539,0.0111289,0.0046763,70.48,6009556830864677120,236.51313570830,10.6052,-37.78669639539,5.7664,,,,,,,,,50,32.0261,1538.53,18.041,2.438e+02,3,,,5,,0,5.97261e+02,3.49803e+01,18.746958,,,,,,,,,,0,,,,,114669407,,0.063649,,,18.746958,0.063649,5.97261e+02,,10.6052,5.7664,0.5251
4.005849,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51315700202,-37.78552740815,0.0030808,0.0007807,125.45,6009556830861262592,236.51315700202,2.5503,-37.78552740815,1.8965,,,,,,,,,121,72.9352,8535.23,6.993,2.889e+02,3,,,9,,0,1.28933e+03,1.65054e+01,17.911455,,,,,,,,,,0,,,,,,,0.014170,,,17.911455,0.014170,1.28933e+03,,2.5503,1.8965,-0.8676
4.119988,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51323997425,-37.78538849257,0.0396692,0.0089554,52.00,6009556830861262336,236.51323997425,31.7403,-37.78538849257,25.4243,,,,,,,,,65,7.9294,194.06,1.615,1.082e+01,3,,,3,,0,1.21287e+03,1.62642e+01,17.977830,,,,,,,,,,0,,,,,,,0.014818,,,17.977830,0.014818,1.21287e+03,,31.7403,25.4243,0.8979
4.153915,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51578152315,-37.78628553968,0.0077647,0.0047552,98.17,6009556830861033088,236.51577229084,0.3102,-37.78628915323,0.2108,-3.2015,0.4104,-7.8006,1.832,-1.642,0.478,-0.813,0.303,326,48.2586,3890.28,2.522,1.188e+02,95,1.4799,0.0572,16,3.422,0,2.25333e+03,8.73238e+00,17.305305,,,,,,,,,,0,,,,,,,0.005029,,,17.305305,0.005029,2.25333e+03,,7.7155,4.8345,-0.1420
4.205263,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51294550268,-37.78573697795,0.0306631,0.0013954,103.90,6009556830861262208,236.51294550268,29.7667,-37.78573697795,7.4908,,,,,,,,,45,4.7649,98.33,1.060,4.957e+00,3,,,3,,0,1.42538e+03,4.22728e+01,17.802538,,,,,,,,,,0,,,,,,,0.032318,,,17.802538,0.032318,1.42538e+03,,29.7667,7.4908,-0.9814
4.323154,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51406385142,-37.78732072932,0.0053494,0.0032408,95.94,6009556830861100416,236.51402537740,0.2585,-37.78734198018,0.1445,1.1143,0.3217,3.4635,8.347,-6.841,0.331,-4.781,0.207,327,61.1469,9964.62,1.943,3.645e+02,95,1.3105,0.0422,14,4.212,0,8.59255e+03,7.32502e+01,15.852061,1.47858e+04,5.32091e+03,14.913928,2.00941e+04,13.990223,4.059,0.923705,,,0,,,,,114669408,,0.009657,0.390729,0.108478,15.854212,0.009675,8.57555e+03,2.849,5.3312,3.2706,-0.1068
4.347415,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51292817512,-37.78661336745,0.0156939,0.0021021,129.31,6009556830850023424,236.51292817512,12.2151,-37.78661336745,10.0752,,,,,,,,,84,74.5756,9596.03,14.823,7.490e+02,3,,,7,,0,1.22031e+03,4.20980e+01,17.971190,,,,,,,,,,0,,,,,114669407,,0.037557,,,17.971190,0.037557,1.22031e+03,,12.2151,10.0752,-0.9634
4.393438,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51325241757,-37.78526732665,0.0011898,0.0007641,118.20,6009556830861262464,236.51325241757,1.1090,-37.78526732665,0.8773,,,,,,,,,103,28.2042,1256.94,4.268,4.426e+01,3,,,10,,0,7.33438e+02,1.60705e+01,18.523958,,,,,,,,,,0,,,,,,,0.023949,,,18.523958,0.023949,7.33438e+02,,1.1090,0.8773,-0.3561
4.585896,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51556261952,-37.78696284310,0.0006535,0.0004357,102.51,6009556830861258240,236.51553861637,0.0294,-37.78698283776,0.0201,-0.1976,0.0386,-5.1130,6.201,-4.268,0.040,-4.499,0.028,402,9.4534,979.38,0.210,1.741e+01,95,1.4147,0.0058,17,1.353,0,2.99262e+04,4.45009e+01,14.497237,1.52509e+04,1.16215e+02,14.880301,3.47678e+04,13.394952,1.671,1.485350,,,0,,,,,,,0.003193,0.008731,0.006683,14.496696,0.003193,2.99411e+04,0.403,0.6449,0.4483,-0.1735
4.637301,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51276831066,-37.78577900657,0.0016371,0.0011682,78.03,6009556830861190400,236.51276831066,1.6197,-37.78577900657,1.1922,,,,,,,,,43,24.3411,884.83,4.666,7.586e+01,3,,,6,,0,1.36522e+03,7.06451e+01,17.849361,,,,,,,,,,0,,,,,,,0.056250,,,17.849361,0.056250,1.36522e+03,,1.6197,1.1922,0.1383
4.705768,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51554899145,-37.78525253021,0.0044304,0.0039003,147.74,6009556830861140096,236.51551974970,0.1873,-37.78527333519,0.1915,-4.1448,0.2357,-17.5876,6.996,-5.200,0.250,-4.681,0.262,170,27.0565,1473.36,1.295,4.066e+01,95,1.6072,0.0509,10,2.817,0,3.73481e+03,2.70751e+01,16.756697,,,,,,,,,,0,,,,,,,0.008339,,,16.756697,0.008339,3.73481e+03,,4.0583,4.2861,-0.1146
4.723693,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51361149048,-37.78732052636,0.0676749,0.0005380,60.20,6009556830861052416,236.51361149048,58.7267,-37.78732052636,33.6355,,,,,,,,,41,11.0831,233.38,1.903,1.264e+01,3,,,4,,0,1.56152e+03,1.70238e+01,17.703499,,,,,,,,,,0,,,,,114669407,,0.012153,,,17.703499,0.012153,1.56152e+03,,58.7267,33.6355,0.9998
4.813724,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51393927436,-37.78483851584,0.0006600,0.0003992,140.20,6009556830864689024,236.51393927436,0.5221,-37.78483851584,0.5678,,,,,,,,,127,24.9620,1072.00,3.103,5.633e+01,3,,,10,,0,1.29558e+03,1.67227e+01,17.906204,,,,,,,,,,0,,,,,,,0.014282,,,17.906204,0.014282,1.29558e+03,,0.5221,0.5678,-0.4582
4.822804,J1546-3747A,lr11,J1546-3747A,15:46:03.44,-37:47:10.1,BT,*,6.446,236.51265567772,-37.78633077073,0.0016403,0.0009003,85.78,6009556830849534080,236.51265567772,1.6372,-37.78633077073,0.9059,,,,,,,,,111,30.4026,1447.00,5.512,9.214e+01,3,,,9,,0,9.64951e+02,1.22161e+01,18.226105,,,,,,,,,,0,,,,,,,0.014019,,,18.226105,0.014019,9.64951e+02,,1.6372,0.9059,0.0930
