angDist,Name,ref,JName,RA,DEC,Binary Type,Companion,Dist (Kpc),ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
1.756878,J1547-5709,ccb+20,J1547-5709,15:47:24.1248,-57:09:17.5699,ELL1,He,2.695,236.85070706171,-57.15535788714,0.0060965,0.0048219,82.39,5882470397896039040,236.85068765998,0.2333,-57.15535863473,0.2164,0.3992,0.3534,1.1295,2.374,-2.368,0.377,-0.168,0.305,395,1.0047,443.14,0.643,7.115e-01,95,1.3184,0.0668,22,1.035,0,2.91302e+02,7.77431e-01,19.526506,7.04625e+01,3.92546e+00,20.718647,3.07361e+02,18.528774,1.297,2.189873,,,0,,,,,,,0.003999,0.060551,0.015822,19.514357,0.003975,2.94580e+02,-0.065,6.0765,4.8472,0.0620
2.839533,J1547-5709,ccb+20,J1547-5709,15:47:24.1248,-57:09:17.5699,ELL1,He,2.695,236.85192051090,-57.15509303566,0.0133507,0.0103237,65.64,5882470397897809408,236.85190204390,0.5058,-57.15511561609,0.4891,-0.2128,0.8173,-0.2604,5.558,-2.254,0.806,-5.081,0.691,284,-0.0603,304.77,0.000,0.000e+00,95,1.0121,0.1420,18,0.996,0,1.26501e+02,8.88031e-01,20.432133,2.89375e+01,5.37945e+00,21.684889,1.10636e+02,19.638155,1.103,2.046734,,,0,,,,,,,0.008105,0.201857,0.055832,20.422510,0.008041,1.27627e+02,-0.238,12.8861,10.8982,0.1917
3.844874,J1547-5709,ccb+20,J1547-5709,15:47:24.1248,-57:09:17.5699,ELL1,He,2.695,236.84857199860,-57.15503673574,0.0060405,0.0053931,89.00,5882470397896047232,236.84852329649,0.2261,-57.15504875332,0.2242,0.2378,0.3491,0.6811,6.529,-5.943,0.375,-2.704,0.341,401,6.7251,664.20,1.638,7.095e+00,95,1.2963,0.0649,22,1.248,0,3.76376e+02,1.30662e+00,19.248312,9.43576e+01,3.83987e+00,20.401600,4.22263e+02,18.183937,1.373,2.217663,,,0,,,,,,,0.004669,0.044272,0.015240,19.235668,0.004634,3.80785e+02,0.007,6.0403,5.3933,0.0040
3.861390,J1547-5709,ccb+20,J1547-5709,15:47:24.1248,-57:09:17.5699,ELL1,He,2.695,236.85018327852,-57.15382358171,0.0024932,0.0021256,85.30,5882470393572950912,236.85012669535,0.0915,-57.15385005811,0.0830,-0.2619,0.1369,-1.9130,9.120,-6.905,0.154,-5.957,0.134,413,2.4901,678.98,0.648,7.148e+00,95,1.1796,0.0253,22,1.088,0,1.56337e+03,3.15016e+00,17.702211,2.94925e+02,9.73439e+00,19.164263,2.67870e+03,16.178087,1.902,2.986176,,,0,,,,,353716884,,0.003518,0.035945,0.008466,17.676810,0.003487,1.60038e+03,0.423,2.4909,2.1283,0.0262
4.903303,J1547-5709,ccb+20,J1547-5709,15:47:24.1248,-57:09:17.5699,ELL1,He,2.695,236.85002864339,-57.15354482627,0.0018905,0.0009621,114.62,5882470397908864640,236.85002864339,1.7648,-57.15354482627,1.1770,,,,,,,,,149,27.0682,1262.12,6.855,6.003e+01,3,,,13,,0,2.51718e+02,3.72239e+00,19.685081,,,,,,,,,,0,,,,,,,0.016290,,,19.685081,0.016290,2.51718e+02,,1.7648,1.1770,-0.4829
4.737068,J1603-7202,llb+96,J1603-7202,16:03:35.67751,-72:02:32.72985,ELL1,CO(?),0.53,240.89611492040,-72.04348211114,0.0095172,0.0076450,60.05,5806675288888085248,240.89605698961,0.4560,-72.04351351716,0.4163,-0.2074,0.5033,-0.4121,8.129,-4.018,0.549,-7.066,0.497,342,-0.8923,329.35,0.000,0.000e+00,95,1.5833,0.1201,24,0.965,0,1.46278e+02,6.66758e-01,20.274422,5.86023e+01,4.84439e+00,20.918755,1.21225e+02,19.538912,1.229,1.379843,,,0,,,,,,,0.005664,0.089796,0.045903,20.274771,0.005666,1.46231e+02,-0.027,9.0868,8.1520,0.1876
4.657452,J1614-2230,crh+06a,J1614-2230,16:14:36.507341,-22:30:31.2707,ELL1H,CO,0.7,243.65197591152,-22.50997374454,0.0011731,0.0007563,108.42,6242617252573217408,243.65197547004,0.0488,-22.50995471096,0.0270,0.2963,0.0538,5.5115,4.284,-0.092,0.070,4.283,0.051,476,0.2042,497.80,0.000,0.000e+00,31,,,16,1.006,0,5.00476e+03,2.08574e+00,16.438910,2.20742e+03,8.77669e+00,16.978832,4.01191e+03,15.739517,1.243,1.239315,,,0,,,80982436519838380,,170782209,,0.002792,0.005140,0.004577,16.438910,0.002792,5.00476e+03,0.002,1.1384,0.8076,-0.2623
3.243382,J1618-4624,ccb+20,J1618-4624,16:18:52.77579,-46:24:34.950,ELL1,CO,3.045,244.72119808219,-46.40961064575,0.0049675,0.0035276,116.12,5989991880438171520,244.72119808219,4.7228,-46.40961064575,3.8490,,,,,,,,,60,2.4963,84.66,5.204,1.316e+00,3,,,6,,0,7.16163e+01,2.02740e+00,21.049837,3.08316e+01,1.60956e+01,21.616050,1.63616e+02,19.213330,2.715,2.402721,,,0,,,,,,,0.030860,0.566814,0.108045,21.049837,0.030860,7.16163e+01,1.323,4.7228,3.8490,-0.2660
0.186812,J1622-0315,san16,J1622-0315,16:22:59.6285,-03:15:37.328,BT,MS,1.141,245.74850360161,-3.26036201424,0.0051082,0.0037564,85.63,4358428942492430336,245.74844490992,0.2484,-3.26035180140,0.1872,0.6239,0.3027,2.0614,13.383,-13.184,0.316,2.298,0.234,260,-1.9817,222.40,0.000,0.000e+00,31,,,16,0.912,0,3.91234e+02,2.54108e+00,19.206276,1.83624e+02,8.61130e+00,19.678719,2.61903e+02,18.702543,1.139,0.976175,,,0,,,104082457484918020,1237668569323733563,194113452,,0.007571,0.050993,0.032658,19.206276,0.007571,3.91234e+02,-0.076,5.1014,3.7656,0.0474
2.751463,J1622-6617,kjb+12,J1622-6617,16:22:03.6681,-66:17:16.978,ELL1,He(?),4.047,245.51400581760,-66.28861517718,0.0276205,0.0136935,13.94,5821705715927855744,245.51395108318,0.7296,-66.28863136670,1.0827,0.4246,1.3510,0.3143,6.148,-4.952,0.909,-3.643,1.667,201,0.9721,219.95,1.565,4.823e-01,95,1.7500,0.2591,18,1.048,0,8.62691e+01,8.68648e-01,20.847729,6.63135e+01,6.51507e+00,20.784536,8.96624e+01,19.866370,1.808,0.918167,,,0,,,,,,,0.011274,0.106706,0.119454,20.851393,0.011310,8.59785e+01,0.599,14.8627,27.0093,0.3351
4.649359,J1622-6617,kjb+12,J1622-6617,16:22:03.6681,-66:17:16.978,ELL1,He(?),4.047,245.51207583402,-66.28798805878,0.0004692,0.0002803,173.62,5821705715936597504,245.51198262663,0.0170,-66.28799772346,0.0226,0.7140,0.0319,22.3883,8.709,-8.434,0.018,-2.175,0.029,527,0.2161,551.65,0.000,1.759e-15,31,,,24,1.006,0,1.01066e+04,2.59001e+00,15.675853,5.02062e+03,9.08860e+00,16.086649,7.26113e+03,15.095385,1.215,0.991264,,,0,,,,,400812547,,0.002769,0.003413,0.003902,15.675853,0.002769,1.01066e+04,-0.001,0.2835,0.4673,-0.1181
1.855408,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,245.90896954497,-26.53115612052,0.0048600,0.0034380,100.95,6045465849821693824,245.90890553103,0.2282,-26.53125194953,0.1407,-1.1478,0.2402,-4.7795,25.119,-12.886,0.304,-21.562,0.224,444,79.0872,14560.94,1.833,4.706e+02,95,1.3258,0.0372,15,4.637,0,9.13588e+03,1.66888e+01,15.785490,4.27603e+03,6.59666e+01,16.260940,9.37269e+03,14.818235,1.494,1.442705,,,0,,,76162459089802942,,,,0.003395,0.016981,0.007536,15.785317,0.003395,9.13734e+03,0.231,4.8160,3.4994,-0.1306
2.481222,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,245.90992907092,-26.53194016879,0.0006327,0.0003994,92.80,6045465849823350400,245.90992907092,0.6323,-26.53194016879,0.4002,,,,,,,,,98,19.4723,689.01,2.478,3.336e+01,3,,,9,,0,9.28812e+02,4.84125e+00,18.267548,,,,,,,,,,0,,,,,,,0.006294,,,18.267548,0.006294,9.28812e+02,,0.6323,0.4002,-0.0464
2.985524,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,245.91004340133,-26.53116277759,0.0026252,0.0018589,95.16,6045465849831947392,245.90997684200,0.1267,-26.53125239896,0.0736,0.4793,0.1348,3.5560,24.210,-13.399,0.165,-20.165,0.120,348,7.6270,608.26,0.488,7.770e+00,95,1.4383,0.0187,12,1.304,0,2.94033e+03,3.33523e+00,17.016376,1.55535e+03,2.63603e+01,17.358969,3.06934e+03,16.030283,1.573,1.328686,,,0,,,76162459099912952,,,,0.003018,0.018611,0.009907,17.017280,0.003018,2.93788e+03,0.322,2.6199,1.8664,-0.0629
3.253370,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,245.90824861499,-26.53164659931,0.0030127,0.0023154,95.10,6045465849821696896,245.90818727969,0.1335,-26.53173017866,0.0856,1.2614,0.1362,9.2631,22.496,-12.347,0.190,-18.805,0.149,305,-1.0088,285.25,0.000,0.000e+00,95,1.4485,0.0254,13,0.958,0,1.56156e+03,2.29771e+00,17.703468,8.55082e+02,1.52027e+01,18.008524,1.63995e+03,16.710817,1.598,1.297707,,,0,,,76162459082372348,,,,0.003185,0.019504,0.016461,17.704687,0.003186,1.55981e+03,0.351,3.0078,2.3217,-0.0471
3.373957,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,245.90892624467,-26.53249161671,0.0042914,0.0016186,134.78,6045465849823348096,245.90892624467,3.2523,-26.53249161671,3.2340,,,,,,,,,96,2.1940,123.11,2.361,1.188e+00,3,,,4,,0,1.63611e+02,2.73539e+00,20.152834,,,,,,,,,,0,,,,,,,0.018360,,,20.152834,0.018360,1.63611e+02,,3.2523,3.2340,-0.7509
3.605370,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,245.91026578397,-26.53203747662,0.0210054,0.0042228,127.49,6045465849835080192,245.91026578397,16.8638,-26.53203747662,13.2164,,,,,,,,,93,33.7404,1718.65,4.532,1.228e+02,3,,,3,,0,1.13943e+03,1.09693e+01,18.045643,,,,,,,,,,0,,,,,,,0.010809,,,18.045643,0.010809,1.13943e+03,,16.8638,13.2164,-0.9174
4.183578,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,245.91050255951,-26.53193360338,0.0006106,0.0003032,113.97,6045465849823350272,245.91050255951,0.5713,-26.53193360338,0.3719,,,,,,,,,205,25.2159,1244.72,1.958,5.130e+01,3,,,8,,0,1.70258e+03,5.06892e+00,17.609598,1.24803e+03,3.36000e+01,17.597980,2.52467e+03,16.242382,2.216,1.355598,,,0,,,76162459103932094,,,,0.004247,0.029364,0.031496,17.609598,0.004247,1.70258e+03,0.962,0.5713,0.3719,-0.4908
4.776165,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,245.90840266971,-26.53051841908,0.0015862,0.0010745,105.96,6045465849831953152,245.90833414460,0.0724,-26.53060318453,0.0435,0.7674,0.0809,9.4796,23.538,-13.795,0.098,-19.072,0.072,457,21.4608,1582.23,0.452,2.351e+01,95,1.4375,0.0122,16,1.793,0,7.96807e+03,7.64067e+00,15.933985,4.96407e+03,4.86876e+01,16.098948,8.93145e+03,14.870590,1.744,1.228357,,,0,,,76162459083753682,,,,0.002945,0.011008,0.008604,15.935304,0.002946,7.95839e+03,0.504,1.5534,1.1214,-0.2066
4.901005,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,245.90926394705,-26.53024112187,0.0003932,0.0002635,115.35,6045465849831951232,245.90919816046,0.0164,-26.53032481267,0.0097,0.4873,0.0179,27.2894,23.021,-13.243,0.023,-18.830,0.019,421,-1.0890,371.54,0.000,0.000e+00,31,,,14,0.962,0,7.80964e+04,1.40030e+01,13.455789,2.93620e+04,2.39017e+01,14.169077,7.28949e+04,12.591152,1.309,1.577925,,,0,,,76162459092263977,,146697405,,0.002762,0.002927,0.003824,13.455789,0.002762,7.80964e+04,0.030,0.3728,0.2917,-0.3029
4.924767,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,245.90885551803,-26.53292236879,0.0025485,0.0013466,126.17,6045465849823348224,245.90879393928,0.0975,-26.53300895235,0.0522,0.7428,0.1188,6.2527,23.091,-12.396,0.139,-19.481,0.118,336,4.0862,461.83,0.314,4.969e+00,95,1.4861,0.0142,13,1.162,0,4.22346e+03,3.72649e+00,16.623196,2.09622e+03,6.14403e+01,17.034948,3.92557e+03,15.763140,1.426,1.271809,,,0,,,,,,,0.002917,0.031945,0.022382,16.624667,0.002918,4.21774e+03,0.182,2.2056,1.8558,-0.5449
4.952744,B1620-26,lbb+88,J1623-2631,16:23:38.2218,-26:31:53.769,BT,HeT,1.8,245.90972699727,-26.53029243329,0.0026482,0.0004465,101.21,6045465849821701760,245.90972699727,2.5992,-26.53029243329,0.6759,,,,,,,,,56,0.3821,54.26,0.000,0.000e+00,3,,,6,,0,4.51013e+02,3.84790e+00,19.051893,,,,,,,,,,0,,,,,,,0.009664,,,19.051893,0.009664,4.51013e+02,,2.5992,0.6759,-0.7396
0.255921,J1628-3205,rap+12,J1628-3205,16:28:07.00,-32:05:48.9,BT,MS,1.225,247.02920864999,-32.09685511416,0.0076623,0.0055340,87.60,6025344817107454464,247.02917618609,0.3411,-32.09695036451,0.2388,0.6787,0.4075,1.6654,22.307,-6.188,0.475,-21.431,0.342,275,1.9673,332.43,0.997,1.321e+00,31,,,16,1.085,0,3.03216e+02,1.97519e+00,19.482986,9.21390e+01,7.15190e+00,20.427433,3.00153e+02,18.554539,1.294,1.872894,,,0,,,69482470291653997,,141528616,,0.007590,0.084322,0.026298,19.482986,0.007590,3.03216e+02,-0.024,7.6591,5.5384,0.0277
0.936588,J1638-4725,lfl+06,J1638-4725,16:38:12.94,-47:25:32,MSS,MS,4.742,249.55375812575,-47.42579257915,0.0089201,0.0052940,72.47,5941091169529890432,249.55372127308,0.4226,-47.42583175549,0.2359,0.1594,0.4729,0.3371,10.448,-5.610,0.545,-8.815,0.360,441,0.6214,507.51,1.024,1.195e+00,95,1.1790,0.0829,17,1.020,0,2.06847e+02,6.88494e-01,19.898243,4.86523e+01,5.16701e+00,21.120783,3.09418e+02,18.521532,1.731,2.599251,,,0,,,,,,,0.004544,0.115342,0.033048,19.878877,0.004494,2.10570e+02,0.310,8.6541,5.7185,0.2991
1.836952,J1638-4725,lfl+06,J1638-4725,16:38:12.94,-47:25:32,MSS,MS,4.742,249.55425495924,-47.42601161297,0.0034602,0.0011652,77.10,5941091169536142080,249.55425495924,3.3828,-47.42601161297,1.3737,,,,,,,,,135,4.4350,214.49,5.279,3.681e+00,3,,,8,,0,8.50347e+01,1.36096e+00,20.863377,,,,,,,,,,0,,,,,,,0.017594,,,20.863377,0.017594,8.50347e+01,,3.3828,1.3737,0.4972
1.099795,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42098702242,36.45999840261,0.0006669,0.0002549,135.06,1328057905737085440,250.42098702242,0.5044,36.45999840261,0.5053,,,,,,,,,106,30.6911,1462.54,1.784,8.361e+01,3,,,8,,0,5.71426e+03,9.32220e+01,16.294968,,,,,,,,,,0,,,,,,,0.017926,,,16.294968,0.017926,5.71426e+03,,0.5044,0.5053,-0.7451
1.524264,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42135690844,36.46023359776,0.0041549,0.0026490,87.68,1328057905737042304,250.42134639746,0.1610,36.46021448353,0.1403,0.3565,0.1802,1.9785,4.703,-1.902,0.261,-4.301,0.164,178,33.8761,6251.90,1.280,2.423e+02,95,1.7884,0.0399,15,3.300,0,1.77474e+04,7.31067e+01,15.064531,,,,,,,,,,0,,,,,,,0.005253,,,15.064531,0.005253,1.77474e+04,,4.1529,2.6521,0.0376
1.875888,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42083752703,36.45975670871,0.0010782,0.0008056,28.74,1328057905729818752,250.42082094158,0.0483,36.45974663563,0.0546,0.0779,0.0595,1.3094,3.761,-3.001,0.055,-2.266,0.063,295,57.2035,7290.01,0.580,2.709e+02,95,1.5126,0.0145,20,4.157,0,1.04544e+05,1.49151e+02,13.139115,6.18289e+04,5.02241e+02,13.360564,1.03182e+05,12.213881,1.578,1.146684,,,0,,,151752504209042338,,,633213706,0.003161,0.009250,0.005423,13.140822,0.003162,1.04380e+05,0.347,0.8762,1.0216,0.2418
2.063446,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42022586727,36.46057750891,0.0009180,0.0003021,20.77,1328057905737124352,250.42022586727,0.4310,36.46057750891,0.8651,,,,,,,,,165,43.1902,2838.89,2.740,1.034e+02,3,,,13,,0,2.43542e+03,3.02486e+01,17.220932,9.25110e+03,3.46821e+02,15.423059,1.15008e+04,14.596071,8.521,0.826987,,,0,,,,,,,0.013764,0.040799,0.082524,17.220932,0.013764,2.43542e+03,7.319,0.4310,0.8651,0.6682
2.275538,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42159686177,36.46012796147,0.0091719,0.0022148,23.33,1328057905729819264,250.42157891855,0.1956,36.46011196952,0.4155,-0.2323,0.2109,-1.1017,4.847,-3.247,0.264,-3.598,0.539,123,22.2103,924.77,1.143,5.098e+01,95,1.4863,0.0527,9,2.757,0,6.01645e+03,2.36190e+01,16.239016,,,,,,,,,,0,,,,,,,0.005075,,,16.239016,0.005075,6.01645e+03,,4.1631,8.4674,0.8173
2.434505,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42157015255,36.46060357179,0.0044740,0.0022115,51.54,1328057905737041536,250.42154604447,0.2072,36.46059479775,0.1692,0.0677,0.1889,0.3582,4.788,-4.363,0.238,-1.974,0.206,178,86.2431,12432.13,1.401,5.687e+02,95,1.5237,0.0491,17,8.298,0,3.40294e+04,1.69530e+02,14.357733,4.81881e+04,4.12450e+03,13.631192,8.25591e+04,12.455983,3.842,1.175209,,,0,,,151752504214393272,,,,0.006070,0.092972,0.008194,14.359317,0.006077,3.39797e+04,2.608,3.7636,3.2775,0.5972
2.727828,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42140152979,36.46088219739,0.0015881,0.0011677,16.35,1328057905739417344,250.42140152979,1.2064,36.46088219739,1.5589,,,,,,,,,201,442.0872,785587.06,12.228,5.054e+04,3,,,18,,0,4.33045e+04,7.98331e+02,14.096036,5.38822e+04,9.94824e+02,13.509930,8.30685e+04,12.449305,3.163,1.060625,,,0,,,,,,,0.020205,0.020239,0.016430,14.096036,0.020205,4.33045e+04,1.940,1.2064,1.5589,0.1664
2.749643,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42013570528,36.45975954892,0.0008461,0.0006701,160.84,1328057905737124480,250.42013570528,0.6912,36.45975954892,0.8289,,,,,,,,,105,41.1641,2536.74,3.535,1.371e+02,3,,,10,,0,3.34029e+03,7.09437e+01,16.877905,,,,,,,,,,0,,,,,,,0.023224,,,16.877905,0.023224,3.34029e+03,,0.6912,0.8289,-0.1444
3.123998,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42000721159,36.46083597218,0.0122215,0.0004829,83.08,1328057905737124224,250.42000721159,12.1326,36.46083597218,1.5488,,,,,,,,,39,5.1225,94.82,0.856,6.969e+00,3,,,4,,0,2.36384e+03,6.92250e+01,17.253320,,,,,,,,,,0,,,,,,,0.031915,,,17.253320,0.031915,2.36384e+03,,12.1326,1.5488,0.9494
3.201913,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.41972801084,36.46024969126,0.0077253,0.0064041,26.91,1328057905737087104,250.41971415910,0.3635,36.46025153993,0.4005,-1.4325,0.4606,-3.1100,2.541,-2.507,0.421,0.416,0.463,271,96.3558,22305.48,4.325,1.143e+03,95,1.7044,0.1069,19,7.377,0,5.60144e+03,4.47039e+01,16.316618,1.18718e+04,1.72022e+02,15.152254,1.42883e+04,14.360442,4.670,0.791812,,,0,,,151752504197462849,,,,0.009093,0.015978,0.005701,16.320414,0.009121,5.58189e+03,3.471,6.6960,7.4737,0.1505
3.754814,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42150954372,36.46116776785,0.0008494,0.0000697,94.36,1328057905737041280,250.42150954372,0.8470,36.46116776785,0.0948,,,,,,,,,84,17.7363,574.91,0.498,2.979e+01,3,,,6,,0,1.93108e+04,1.25389e+02,14.972866,,,,,,,,,,0,,,151752504215243971,,,,0.007569,,,14.972866,0.007569,1.93108e+04,,0.8470,0.0948,-0.6759
3.801895,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42131589814,36.45929559833,0.0027987,0.0018927,16.62,1328057905737049472,250.42130090333,0.1008,36.45929205721,0.1226,0.3984,0.1343,2.9658,2.828,-2.714,0.124,-0.797,0.170,306,90.3002,12931.48,1.291,3.641e+02,95,1.5144,0.0312,26,6.427,0,1.79389e+04,8.51987e+01,15.052879,2.63051e+04,3.16170e+03,14.288443,2.79052e+04,13.633681,3.022,0.654761,,,0,,,,,,,0.005847,0.130528,0.013255,15.054138,0.005852,1.79181e+04,1.833,1.9824,2.7359,0.2148
3.833458,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.41967744015,36.45975849829,0.0079019,0.0023847,35.38,1328057905737058688,250.41967744015,4.9709,36.45975849829,6.5891,,,,,,,,,67,79.9797,12001.31,14.992,1.083e+03,3,,,6,,0,1.74851e+03,2.57513e+01,17.580694,,,,,,,,,,0,,,,,,,0.016226,,,17.580694,0.016226,1.74851e+03,,4.9709,6.5891,0.8179
3.847015,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42126247614,36.46128912064,0.0052341,0.0002564,36.86,1328057901436741888,250.42126247614,3.1462,36.46128912064,4.1908,,,,,,,,,64,12.9128,337.65,1.643,1.655e+01,3,,,6,,0,2.16064e+03,3.56903e+01,17.350910,,,,,,,,,,0,,,,,,,0.018145,,,17.350910,0.018145,2.16064e+03,,3.1462,4.1908,0.9948
3.912547,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42197359957,36.45969457005,0.0010637,0.0006535,15.87,1328057905729693440,250.42197359957,0.6927,36.45969457005,1.0387,,,,,,,,,107,58.5529,5296.87,5.223,3.625e+02,3,,,11,,0,2.95838e+03,1.94046e+01,17.009733,,,,,,,,,,0,,,,,,,0.007636,,,17.009733,0.007636,2.95838e+03,,0.6927,1.0387,0.2575
4.262701,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.41944962145,36.46068221044,0.0065933,0.0012918,14.77,1328057905735547008,250.41944962145,2.0943,36.46068221044,6.3839,,,,,,,,,69,36.0598,1946.33,8.488,2.155e+02,3,,,8,,0,1.45602e+03,8.27817e+01,17.779450,,,,,,,,,,0,,,,,,,0.061791,,,17.779450,0.061791,1.45602e+03,,2.0943,6.3839,0.7708
4.848481,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42196082609,36.46127355978,0.0033553,0.0017076,171.09,1328057905729816064,250.42194481433,0.0958,36.46126922479,0.2032,0.5703,0.1150,4.9601,3.057,-2.897,0.113,-0.975,0.213,191,22.9447,1115.60,0.788,3.012e+01,95,1.4955,0.0275,16,2.403,0,7.39082e+03,1.05175e+02,16.015635,1.83959e+04,4.75399e+03,14.676740,4.63812e+04,13.082042,8.765,1.594698,,,0,,,,,,,0.015694,0.280597,0.041974,16.013255,0.015661,7.40704e+03,7.483,1.7653,3.3253,-0.2175
4.903161,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42133455009,36.45897681220,0.0032473,0.0002101,32.19,1328057905739416704,250.42133455009,1.7388,36.45897681220,2.7506,,,,,,,,,54,20.0164,630.60,1.208,3.671e+01,3,,,6,,0,4.76768e+03,2.28590e+01,16.491600,,,,,,,,,,0,,,,,,,0.005890,,,16.491600,0.005890,4.76768e+03,,1.7388,2.7506,0.9898
4.989704,B1639+36B,and92,J1641+3627B,16:41:41,+36:27:37,BT,He,6.5,250.42247006597,36.46071165206,0.0081234,0.0048433,150.73,1328057905736993920,250.42247006597,5.7989,36.46071165206,7.4713,,,,,,,,,59,86.6737,15216.41,27.806,1.605e+03,3,,,7,,0,1.20000e+03,6.05253e+01,17.989418,,,,,,,,,,0,,,,,,,0.054832,,,17.989418,0.054832,1.20000e+03,,5.7989,7.4713,-0.4187
1.099795,J1641+3627D,hrs+07,J1641+3627D,16:41:41,+36:27:37,BT,*,6.5,250.42098702242,36.45999840261,0.0006669,0.0002549,135.06,1328057905737085440,250.42098702242,0.5044,36.45999840261,0.5053,,,,,,,,,106,30.6911,1462.54,1.784,8.361e+01,3,,,8,,0,5.71426e+03,9.32220e+01,16.294968,,,,,,,,,,0,,,,,,,0.017926,,,16.294968,0.017926,5.71426e+03,,0.5044,0.5053,-0.7451
1.524264,J1641+3627D,hrs+07,J1641+3627D,16:41:41,+36:27:37,BT,*,6.5,250.42135690844,36.46023359776,0.0041549,0.0026490,87.68,1328057905737042304,250.42134639746,0.1610,36.46021448353,0.1403,0.3565,0.1802,1.9785,4.703,-1.902,0.261,-4.301,0.164,178,33.8761,6251.90,1.280,2.423e+02,95,1.7884,0.0399,15,3.300,0,1.77474e+04,7.31067e+01,15.064531,,,,,,,,,,0,,,,,,,0.005253,,,15.064531,0.005253,1.77474e+04,,4.1529,2.6521,0.0376
1.875888,J1641+3627D,hrs+07,J1641+3627D,16:41:41,+36:27:37,BT,*,6.5,250.42083752703,36.45975670871,0.0010782,0.0008056,28.74,1328057905729818752,250.42082094158,0.0483,36.45974663563,0.0546,0.0779,0.0595,1.3094,3.761,-3.001,0.055,-2.266,0.063,295,57.2035,7290.01,0.580,2.709e+02,95,1.5126,0.0145,20,4.157,0,1.04544e+05,1.49151e+02,13.139115,6.18289e+04,5.02241e+02,13.360564,1.03182e+05,12.213881,1.578,1.146684,,,0,,,151752504209042338,,,633213706,0.003161,0.009250,0.005423,13.140822,0.003162,1.04380e+05,0.347,0.8762,1.0216,0.2418
